https://www.cian.ru/sale/flat/209007776/,2019-09-15 08:04:10,Некрасовка,65.2,0.0,0.0,6,25,Москва,ЮВАО,р-н Некрасовка,ул. Вертолетчиков,13,13,0,0,False,False,Вторичка,,0.0,1,0,,,2017,Монолитный,Железобетонные,6,0,0,Центральное,Нет,,,,"Продается двухкомнатная квартира на 6 этаже, площадь 65.2 кв.м. СОБСТВЕННОСТЬ ПОЛУЧЕНА. ЗАСЕЛЕНИЕ СРАЗУ ПОСЛЕ ПОКУПКИ. ОДИН СОБСТВЕННИК. СВОБОДНАЯ ПРОДАЖА. Регистрация сделки в подарок!Квартира класса ""комфорт"" с максимально функциональной современной планировкой, просторной кухней, застекленными балконом и эркером. Подъезд чистый, 2 лифта (грузовой и пассажирский). Высота потолков 2,75 м. Квартира с ПРЕДЧИСТОВОЙ ОТДЕЛКОЙ (все несущие перегородки установлены, медная электропроводка разведена по всей квартире, установлены розетки и выключатели, отопительные радиаторы, остеклена лоджия). Ванная установлена, в ванной комнате - деревянная дверь, полотенцесушитель из нержавейки, плитка на полу и стене, в туалете - деревянная дверь, плитка на полу, счетчики учета водоснабжения. Есть домофон, пожарная сигнализация установлена, входная дверь - деревянная. Электросчетчик трехтарифный, в общем коридоре. Окна и балконная дверь  из ПВХ-профилей с двухкамерными стеклопакетами.  МОСКОВСКАЯ ПРОПИСКА. ОФОРМЛЕНИЕ ВХОДИТ В СТОИМОСТЬ КВАРТИРЫ.  Рядом - Люберецкий район с озерами - прекрасное место для прогулок в любое время года. Строится поликлиника.  В 5-10 минут езды находятся ""Мега-Белая Дача"", Ашан, Метро, Реал, OBI. Социально благополучные соседи.   ПЕШКОМ ДО  МЕТРО ""НЕКРАСОВКА""  Показы ежедневно с 9.00 до 20.00.  СУБСИДИРОВАННАЯ ИПОТЕКА. ИНДИВИДУАЛЬНЫЕ СКИДКИ",7622690.0
https://www.cian.ru/sale/flat/214372581/,2019-09-15 08:06:11,Некрасовка,59.3,0.0,0.0,13,25,Москва,ЮВАО,р-н Некрасовка,Рождественская ул.,33,6,0,0,False,False,Вторичка,,0.0,1,0,,,2016,Панельный,Железобетонные,8,0,0,Индивидуальный тепловой пункт,Нет,,,,"Продается двухкомнатная квартира на 13 этаже, площадь 59.3 кв.м. СОБСТВЕННОСТЬ ПОЛУЧЕНА. ЗАСЕЛЕНИЕ СРАЗУ ПОСЛЕ ПОКУПКИ. ОДИН СОБСТВЕННИК. СВОБОДНАЯ ПРОДАЖА.. Квартира класса ""комфорт"" с максимально функциональной современной планировкой, просторной кухней, застекленными балконом и эркером. Подъезд чистый, 2 лифта (грузовой и пассажирский). Высота потолков 2,75 м. Квартира с ПРЕДЧИСТОВОЙ ОТДЕЛКОЙ (все несущие перегородки установлены, медная электропроводка разведена по всей квартире, установлены розетки и выключатели, отопительные радиаторы, остеклена лоджия). Ванная установлена, полотенцесушитель из нержавейки, плитка на полу и стене, в туалете плитка на полу, счетчики учета водоснабжения. Есть домофон, пожарная сигнализация установлена, входная дверь - деревянная. Электросчетчик трехтарифный, в общем коридоре. Окна и балконная дверь  из ПВХ-профилей с двухкамерными стеклопакетами.  МОСКОВСКАЯ ПРОПИСКА. ОФОРМЛЕНИЕ ВХОДИТ В СТОИМОСТЬ КВАРТИРЫ.  Рядом - Люберецкий район с озерами - прекрасное место для прогулок в любое время года. Строится поликлиника.  В 5-10 минут езды находятся ""Мега-Белая Дача"", Ашан, Метро, Реал, OBI. Социально благополучные соседи.   ПЕШКОМ ДО  МЕТРО ""НЕКРАСОВКА""  Показы ежедневно с 9.00 до 20.00.   ИПОТЕКА. Регистрация сделки в подарок",7789653.0
https://www.cian.ru/sale/flat/217488408/,2019-09-15 08:08:00,Шоссе Энтузиастов,40.3,15.6,11.4,3,24,Москва,ВАО,р-н Соколиная гора,просп. Буденного,51к3,7,0,1,True,False,Вторичка,,2.85,0,1,Без ремонта,Во двор,0,,,0,1,1,,,,,,"СРОЧНО! SALE! БЕЗ РИСКОВ И ОЖИДАНИЙ! КЛЮЧИ В ДЕНЬ ОПЛАТЫ!СОБСТВЕННОСТЬ ОФОРМЛЕНА! Продается просторная современная 1 комнатная комнатная квартира в новом жилом комплексе ""Золотая Звезда"".Плюсов много: собственность оформлена, ключи выдают сразу, ЦЕНА ГАРАНТИРОВАНА!Квартира на комфортном этаже, окна выходят во двор!Сам комплекс  самый стильный и технологически современный в ВАО г. Москвы. В корпусах установлены скоростные лифты марки немецкой марки Schinder, красиво оформлены входные Комплекс расположен в старомосковском районе Соколиная гора, где есть все необходимые для комфортной жизни объекты социально-бытовой инфраструктуры. Хорошая транспортная доступность: п-т Буденного связывает комплекс с Шоссе Энтузиастов и Измайловским шоссе. В пешей доступности, также располагается станция метро и МЦК ""Шоссе Энтузиастов"" (900м.). В непосредственной близости от домов есть несколько остановок общественного транспорта. На территории жилого комп обустроены детские и спортивные площадки. На нижних этажах уже работают магазины, кафе, салоны красоты. Помощь в одобрении ипотеки. Звоните -отвечу на все Ваши вопросы! Ольга, Москва, Восточный административный округ, проспект Буденного 51к3, м. Шоссе энтузиастов, 1 комн., общ. пл. 40.3 кв.м., жил.пл. 15.6 кв.м., комнаты 15.6, кухня 11.4 кв.м., 3/24 этаж, окна двор, санузел совмещенный, лоджия, без отделки",8020000.0
https://www.cian.ru/sale/flat/213567933/,2019-09-15 08:09:54,Домодедовская,60.8,32.8,14.4,10,12,Москва,ЮАО,р-н Орехово-Борисово Южное,Каширское ш.,65к2,15,0,1,True,False,Вторичка,Изолированная,2.95,0,0,,Во двор,2018,Монолитный,Железобетонные,11,1,1,Центральное,Нет,,,,"ДОМ СДАН!Продается 2-ух комнатная квартира на 10 этаже 12 этажного дома. Общая площадь 60,8 Жилая площадь 32,8 кухня 14,4 Закрытый двор без машин, торговый центр на первом этаже. Все объекты инфраструктуры рядомВ пешей доступности метроСт. Домодедовская в 15 минутах Скидки при осмотре",10900000.0
https://www.cian.ru/sale/flat/210349127/,2019-09-15 08:11:52,Селигерская,65.8,35.7,12.0,4,15,Москва,САО,р-н Дмитровский,ул. Софьи Ковалевской,20,0,7,1,False,True,Вторичка,Изолированная,3.3,0,1,,Во двор,0,,,0,1,1,,,,,,"Продам просторную квартиру в новом клубном доме комфорт-класса с благоустроенным двором, закрытым от посторонних и подземным паркингом в обжитом районе Москвы с хорошей инфраструктурой  детские сады, школы, магазины, поликлиники, парки  все в пешей доступности. Дом сдан. Скидки оговариваются индивидуально при просмотре.",11750000.0
https://www.cian.ru/sale/flat/203629430/,2019-09-15 08:13:44,Тропарево,49.9,19.9,10.2,6,10,Москва,ЮЗАО,р-н Обручевский,Ленинский просп.,119,21,0,1,True,False,Вторичка,,3.1,0,1,Евроремонт,Во двор,2010,Монолитный,Железобетонные,5,1,1,Центральное,Нет,Наземная,Есть,,"1 комнатная квартира 41,4 м². + большая лоджия с панорамным остеклением, в монолитном доме 2010 года постройки. В квартире выполнен дизайнерский ремонт, Высота потолков 3,10 м. Квартира продается с мебелью и техникой (холодильник, посудомоечная машина, духовка, микроволновка, 2 ТВ и т.д). Огороженная территория, въезд во двор под шлагбаум, видеонаблюдение, парковка, магазин, аптека, стоматология, свой детский сад, SPA комплекс, рядом с домом парк с детскими площадками, развитая инфраструктура. Въезд на территорию жилого комплекса со стороны Ленинского проспекта и ул. Саморы Машела. Рядом метро Беляево, Юго-западная, Тропарево. 1 собственник, ДКП более 3-х лет, свободная продажа",13700000.0
https://www.cian.ru/sale/flat/215173836/,2019-09-15 08:24:03,Тропарево,49.9,19.9,10.2,6,10,Москва,ЮЗАО,р-н Обручевский,Ленинский просп.,119,13,0,1,True,False,Вторичка,,3.1,0,1,Евроремонт,Во двор,2010,Монолитный,Железобетонные,5,1,1,Центральное,Нет,,Есть,,"Однокомнатная квартира с качественным ремонтом в современном доме, в пешей доступности от метро ""Тропарево"". Просторная жилая комната оборудована комфортабельной мебелью и дополнена панорамной лоджией, на которой обустроена миниатюрная гостиная. Для поддержания порядка в вещах обустроена гардеробная.В подъезде работает консьерж. Рядом с домом - Юго-Западный лесопарк, Тропаревский парк и заказник Теплый Стан для прогулок и спорткомплекс РУДН. Удобная инфраструктура неподалеку: магазины, кафе, фитнес-клуб, салоны красоты, школы, детсады. Удобный выезд на проспект Вернадского и МКАД.  - Свободная продажа.  - Один собственник.  - Обременений нет.  - Полная сумма в ДКП.  - ID объекта 188170",13700000.0
https://www.cian.ru/sale/flat/214977087/,2019-09-15 08:25:51,Раменки,53.0,23.0,12.0,2,21,Москва,ЗАО,р-н Раменки,Мосфильмовская ул.,88к4с2,5,0,0,False,False,Вторичка,,0.0,1,0,,Во двор,0,,,0,1,2,,,,,,"id 37026 ЖК Мосфильмовский. СРОЧНАЯ ПРОДАЖА! Квартира без отделки. Свободная планировка. Красивые входные группы. Огороженная, охраняемая территория, детский сад, школа, физкультурно-оздоровительный комплекс, магазины, салон красоты. В 10 минутах ходьбы станция метро ""Раменки"". Удобная транспортная развязка.",17500000.0
https://www.cian.ru/sale/flat/215430845/,2019-09-15 08:27:48,Шаболовская,58.0,30.0,8.0,9,18,Москва,ЮАО,р-н Даниловский,ул. Серпуховский Вал,21к1,10,0,2,False,True,Вторичка,,0.0,2,2,Без ремонта,Во двор,0,,,0,2,2,,,,,,"ЛОТ 11719. ДЕПАРТАМЕНТ ПРОДАЖ ЖК ДОНСКОЙ ОЛИМП. 2-х комнатная квартира свободной планировки. Прекрасная возможность сделать ремонт для себя. ДИЗАЙН-ПРОЕКТ В ПОДАРОК.Квартира линейная. Вид из окна в сторону Тульской.Греческая тематика на территории ЖК ""Донской Олимп"".Обустроены велосипедные и прогулочные дорожки, спортивные площадки, разбиты газоны и цветники.Своя развитая  инфрастуктура на территории.Подземный паркинг на 1819 автомобилей, автомойка.Закрытая охраняемая территория, видеонаблюдение.",19800000.0
https://www.cian.ru/sale/flat/205061863/,2019-09-15 08:29:47,Белокаменная,73.0,38.0,15.0,28,29,Москва,ВАО,р-н Богородское,Погонный проезд,3ак3,16,0,1,True,False,Вторичка,,0.0,1,0,Дизайнерский,На улицу и двор,0,,,0,1,2,,,,,,"ЖК Бизнес-класса  ""Лосиный остров"" на краю Национального Парка ""Лосиный остров"". З мин пешком до леса. Вдоль реки Яуза дорожки для прогулок и велосипедных поездок по лесу.7 мин. пешком до парка Сокольники. Комплекс находится в самом зеленом округе столицы (ВАО), рядом с одноименным парком и состоит из семи корпусов переменной этажности, расположенных на едином трехуровневом стилобате. Просторная, закрытая территория с круглосуточной охраной и видеонаблюдением, детские площадки, мощеные тротуарной плиткой прогулочные дорожки с красивыми скамейками и фонарями.  Консьерж -служба, подземная парковка. На территории фитнесс-клуб, языковой детский сад, медицинский центр, салон красоты, ателье; кафе-пекарня; магазин  и т.д.                                             В квартире выполнен высококачественный дизайнерский ремонт с использованием экологически безопасных материалов. Квартира полностью укомплектована мебелью и бытовой техникой.  Мультисистема кондиционирования воздуха с тремя внутренними блоками. Кабельное телевидение; интернет (роутер с Wi-Fi). Видеодомофон.                                                                                           КВАРТИРА ПРОДАЕТСЯ С МЕБЕЛЬЮ И ТЕХНИКОЙ",19800000.0
https://www.cian.ru/sale/flat/206823163/,2019-09-15 08:31:32,Шаболовская,55.0,30.0,10.0,10,18,Москва,ЮАО,р-н Даниловский,ул. Серпуховский Вал,21к1,10,0,2,True,False,Вторичка,,0.0,2,2,Без ремонта,На улицу и двор,0,,,0,2,2,,,,,,"ЛОТ 11737. ДЕПАРТАМЕНТ ПРОДАЖ ЖК ДОНСКОЙ ОЛИМП. 2-х комнатная квартира свободной планировки. Прекрасная возможность сделать ремонт для себя. ДИЗАЙН-ПРОЕКТ В ПОДАРОК.Квартира линейная. Вид из окна в сторону Тульской.Греческая тематика на территории ЖК ""Донской Олимп"".Обустроены велосипедные и прогулочные дорожки, спортивные площадки, разбиты газоны и цветники.Своя развитая  инфрастуктура на территории.Подземный паркинг на 1819 автомобилей, автомойка.Закрытая охраняемая территория, видеонаблюдение.",20300000.0
https://www.cian.ru/sale/flat/206771958/,2019-09-15 08:33:21,Серпуховская,52.9,20.0,18.0,7,13,Москва,ЦАО,р-н Замоскворечье,Мытная ул.,7с1,5,0,1,False,True,Вторичка,,3.1,1,0,Без ремонта,На улицу,2013,Кирпичный,Железобетонные,21,1,1,Центральное,Нет,Открытая,Есть,,"Лот 62207. В ЖК ""Английский квартал"" продается квартира без отделки общей площадью 52.9 кв.м на 7 этаже. Свободная планировка позволяет спланировать маленькую, но уютную квартиру: кухню-гостиную и спальню, 1 с/у. Лоджия. Высота потолка 3,1 м. Окна ориентированы в переулок.Безопасность обеспечивается наличием пропускной системы на КПП, огороженной территорией, круглосуточного видеонаблюдения, консьержей и охранной сигнализации. Подъезды оборудованы видео-домофонами. Собственная территория ЖК благоустроена в английском стиле. Беседки, клумбы, дорожки со скамейками и оригинальными фонарями располагают к длинным прогулкам и неспешным беседам. Имеются специальные места для выгула собак, детские площадки. В темное время суток включается подсветка зданий, которая превращает жилой комплекс в произведение искусства. Ближайшие станции метро Серпуховская, Шаболовская, Добрынинская. Брокер объекта Исаева Лилия.",31000000.0
https://www.cian.ru/sale/flat/209337649/,2019-09-15 08:35:11,Смоленская,65.0,40.0,9.0,1,4,Москва,ЦАО,р-н Хамовники,Малый Левшинский пер.,10,9,0,1,False,True,Вторичка,Смежно-изолированная,3.0,0,0,Евроремонт,На улицу и двор,1860,Панельный,Деревянные,1,0,2,Центральное,Нет,Открытая,Есть,,"Лот 62261. Невероятно уютная 2-комнатная квартира в клубном доме - ЖК ""Пречистенская Слобода"" на Золотой Миле Москвы. Новый дом, железобетонные перекрытия. В квартире выполнен высококачественный ремонт, сделанный по индивидуальному проекту в стиле модерн. Просторная гостиная-кухня, спальня, санузел. Квартира угловая, со множеством окон. Меблирована и оснащена необходимым современным оборудованием и техникой. Огороженная, охраняемая территория. Круглосуточная охрана в подъезде и видеонаблюдение. Квартира физически и юридически свободна и подготовлена к сделке. Показы в любое время. Ответственный за объект Зернова Ольга.",33900000.0
https://www.cian.ru/sale/flat/212325384/,2019-09-15 08:36:57,Славянский бульвар,120.0,0.0,0.0,19,31,Москва,ЗАО,р-н Очаково-Матвеевское,Нежинская ул.,1к3,19,0,0,False,False,Вторичка,,0.0,0,0,Дизайнерский,,2008,Монолитный,Железобетонные,1,0,0,,Нет,,,,"id: 537316     Уютная, стильная квартира с дизайнерской отделкой в жилом комплексе Кутузовская Ривьера. Этот вариант отлично подойдет для Вашей семьи.  Продуманная планировка предусматривает: просторную и светлую гостиную, кухню-столовую, спальную комнату со своей гардеробной и санузлом, также дополнительный гардероб, хозяйственную комнату и второй санузел.   В отделке квартиры использованы дорогостоящие материалы, жилье укомплектовано необходимой техникой и мебелью европейских производителей. Из окон открываются исключительные панорамные виды. Окна обращены на Нежинскую улицу, пойму реки Сетунь и Волынский лес  прекрасное решение для любителей завораживающих рассветов и закатов, а также спокойной и теплой атмосферы.  Комплекс идеально подходит для безопасного и комфортного проживания  территория без автомобилей. Безопасность  визитная карточка ЖК 'Кутузовская Ривьера', на входе и въезде осуществляется тщательный контроль доступа. Периметр и общественные помещения оборудованы системой видеомониторинга, кроме того осуществляется патрулирование комплекса специализированной охранной службой.   Понравился вариант? Спешите забронировать, звоните и узнавайте подробнее. We speak English. Please do not hesitate to contact us if you have any questions.Номер объекта: 1/537316/8771",47900000.0
